model,task,value
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.125
llama3,revision,0.23
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.15
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.125
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.17
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.125
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.17
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.125
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.1
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.1
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.15
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.125
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.25
llama3,revision,0.2
llama3,revision,0.25
llama3,revision,0.25
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.75
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.85
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.7
llama3,context_A_then_B,0.8
llama3,context_A_then_B,0.8
