model,task,value
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.56
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.54
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.55
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.65
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,dynamics,0.63
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,conjunction_fallacy,0.05
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
gemma3:12b,base_rate_neglect,0.01
